,task_id,pretty_formula,band_gap,unit_cell_formula,nsites,e_above_hull,elements,volume
35904,mp-754761,Sr2HfO4,3.8531,"{'Sr': 8.0, 'Hf': 4.0, 'O': 16.0}",28,0.005396379999999,"['Hf', 'O', 'Sr']",431.963908611355
35953,mp-772156,ErAsO4,3.5785,"{'Er': 2.0, 'As': 2.0, 'O': 8.0}",12,0,"['As', 'Er', 'O']",159.455457516983
36075,mp-1111695,K3CrF6,4.1538,"{'K': 3.0, 'Cr': 1.0, 'F': 6.0}",10,0,"['Cr', 'F', 'K']",176.686588213683
36117,mp-1190486,Sr3LiTaO6,3.9149,"{'Sr': 6.0, 'Li': 2.0, 'Ta': 2.0, 'O': 12.0}",22,0,"['Li', 'O', 'Sr', 'Ta']",319.338552941187
36121,mp-1193056,Cs2Mo3O10,3.4191,"{'Cs': 4.0, 'Mo': 6.0, 'O': 20.0}",30,0,"['Cs', 'Mo', 'O']",617.695751365179
36241,mp-17337,RbAsOF4,3.71,"{'O': 4.0, 'F': 16.0, 'As': 4.0, 'Rb': 4.0}",28,0,"['As', 'F', 'O', 'Rb']",476.372176295749
36242,mp-17832,RbBaPO4,4.9959,"{'O': 16.0, 'P': 4.0, 'Rb': 4.0, 'Ba': 4.0}",28,0,"['Ba', 'O', 'P', 'Rb']",473.663759555923
36260,mp-22697,Ni3(PO4)2,3.7435,"{'O': 16.0, 'P': 4.0, 'Ni': 6.0}",26,0,"['Ni', 'O', 'P']",286.543812585411
36287,mp-463,KF,5.9956,"{'F': 1.0, 'K': 1.0}",2,0,"['K', 'F']",39.8928738821555
36288,mp-4753,Al2SiO5,4.8355,"{'O': 20.0, 'Al': 8.0, 'Si': 4.0}",32,0,"['Al', 'Si', 'O']",352.800932572718
36289,mp-5001,Li3BN2,3.3711,"{'Li': 12.0, 'B': 4.0, 'N': 8.0}",24,0,"['B', 'Li', 'N']",228.758121997952
36300,mp-554990,Ba2MnNiClF7,3.6099,"{'Ba': 4.0, 'Mn': 2.0, 'Ni': 2.0, 'Cl': 2.0, 'F': 14.0}",24,0.002967251666667,"['Ba', 'Cl', 'F', 'Mn', 'Ni']",404.536529606931
36302,mp-555838,SnPO3F,3.6997,"{'Sn': 4.0, 'P': 4.0, 'O': 12.0, 'F': 4.0}",24,0,"['F', 'O', 'P', 'Sn']",396.043227839231
36312,mp-559454,Cs2KFeF6,4.0985,"{'F': 6.0, 'K': 1.0, 'Fe': 1.0, 'Cs': 2.0}",10,0,"['Cs', 'F', 'Fe', 'K']",195.178293782909
36315,mp-560976,KNiF3,4.3483,"{'K': 1.0, 'Ni': 1.0, 'F': 3.0}",5,0,"['K', 'Ni', 'F']",67.3779813085537
36357,mp-752413,Ca2HfO4,3.841,"{'Ca': 4.0, 'Hf': 2.0, 'O': 8.0}",14,0.003983531785712,"['Ca', 'Hf', 'O']",187.116258476012
36436,mp-7976,RbGdO2,3.0041,"{'O': 2.0, 'Rb': 1.0, 'Gd': 1.0}",4,0,"['Rb', 'Gd', 'O']",72.7339284715493
36441,mp-8564,CsK2Sc(PO4)2,4.0897,"{'O': 8.0, 'P': 2.0, 'K': 2.0, 'Sc': 1.0, 'Cs': 1.0}",14,0,"['Cs', 'K', 'O', 'P', 'Sc']",214.925072369033
36665,mp-1190761,NaGaCl4,4.2791,"{'Na': 4.0, 'Ga': 4.0, 'Cl': 16.0}",24,0,"['Cl', 'Ga', 'Na']",671.009634436525
36721,mp-1213763,ClF5,3.1003,"{'Cl': 2.0, 'F': 10.0}",12,0,"['Cl', 'F']",168.360824961814
36784,mp-13863,BaGeO3,3.5407,"{'O': 12.0, 'Ge': 4.0, 'Ba': 4.0}",20,0,"['Ba', 'Ge', 'O']",356.819469274953
36852,mp-557105,K4V2O7,3.4388,"{'K': 4.0, 'V': 2.0, 'O': 7.0}",13,0,"['K', 'O', 'V']",240.954356151004
36970,mp-7848,AlPO4,5.6811,"{'O': 4.0, 'Al': 1.0, 'P': 1.0}",6,0,"['Al', 'P', 'O']",96.2805056843972
36975,mp-866613,CsNa2Be6(BO3)5,4.5079,"{'Cs': 1.0, 'Na': 2.0, 'Be': 6.0, 'B': 5.0, 'O': 15.0}",29,0.00042512387931,"['B', 'Be', 'Cs', 'Na', 'O']",329.949536286725
37057,mp-1111621,K2NaScCl6,3.9028,"{'K': 2.0, 'Na': 1.0, 'Sc': 1.0, 'Cl': 6.0}",10,0,"['Cl', 'K', 'Na', 'Sc']",284.975962726617
37146,mp-1205862,RbSrI3,3.7457,"{'Rb': 2.0, 'Sr': 2.0, 'I': 6.0}",10,0,"['I', 'Rb', 'Sr']",480.387918576832
37176,mp-1211382,KSr2Cl5,5.2335,"{'K': 4.0, 'Sr': 8.0, 'Cl': 20.0}",32,0,"['Cl', 'K', 'Sr']",923.747328428807
37233,mp-1221047,NaEr(MoO4)2,3.2243,"{'Na': 1.0, 'Er': 1.0, 'Mo': 2.0, 'O': 8.0}",12,0,"['Er', 'Mo', 'Na', 'O']",155.124784037191
37256,mp-12243,Rb3SiF7,5.6568,"{'F': 14.0, 'Si': 2.0, 'Rb': 6.0}",22,0.003487043636364,"['F', 'Rb', 'Si']",387.966023084264
37317,mp-23400,In(IO3)3,3.415,"{'O': 18.0, 'In': 2.0, 'I': 6.0}",26,0,"['I', 'In', 'O']",443.977037340732
37342,mp-4135,RbPO3,5.1075,"{'O': 12.0, 'P': 4.0, 'Rb': 4.0}",20,0.001618731000001,"['O', 'P', 'Rb']",350.914809577551
37344,mp-4812,Zn4B6O13,3.4078,"{'B': 6.0, 'O': 13.0, 'Zn': 4.0}",23,0,"['B', 'O', 'Zn']",215.213815130889
37361,mp-554641,Sr3Mg(SiO4)2,4.6846,"{'Sr': 6.0, 'Mg': 2.0, 'Si': 4.0, 'O': 16.0}",28,0.006253121249998,"['Mg', 'O', 'Si', 'Sr']",370.360256463345
37363,mp-555548,MgAlPO5,4.9785,"{'Mg': 4.0, 'Al': 4.0, 'P': 4.0, 'O': 20.0}",32,0.004018851874999,"['Al', 'Mg', 'O', 'P']",400.420872726929
37364,mp-555946,Pb2CO3F2,3.4763,"{'Pb': 8.0, 'C': 4.0, 'O': 12.0, 'F': 8.0}",32,0.002544116874999,"['C', 'F', 'O', 'Pb']",480.179304362832
37368,mp-557397,K2MnF6,3.2754,"{'F': 6.0, 'K': 2.0, 'Mn': 1.0}",9,0,"['K', 'Mn', 'F']",146.521756698775
37375,mp-560963,Rb2NaMoF6,4.2219,"{'Rb': 2.0, 'Na': 1.0, 'Mo': 1.0, 'F': 6.0}",10,0,"['Rb', 'Na', 'Mo', 'F']",171.875247205124
37379,mp-568284,SrI2,3.8014,"{'Sr': 4.0, 'I': 8.0}",12,0,"['Sr', 'I']",534.502497082487
37405,mp-6564,Sr2MgSi2O7,4.4959,"{'O': 14.0, 'Mg': 2.0, 'Si': 4.0, 'Sr': 4.0}",24,0,"['Sr', 'Mg', 'Si', 'O']",342.674558133796
37408,mp-6800,KLiSO4,5.3245,"{'Li': 2.0, 'O': 8.0, 'S': 2.0, 'K': 2.0}",14,0,"['K', 'Li', 'O', 'S']",207.473901928111
37415,mp-721324,Gd2(MoO4)3,3.1706,"{'Gd': 4.0, 'Mo': 6.0, 'O': 24.0}",34,0.00057708367647,"['Gd', 'Mo', 'O']",610.685970217833
37426,mp-755352,Li2HfO3,4.4196,"{'Li': 4.0, 'Hf': 2.0, 'O': 6.0}",12,0,"['Li', 'Hf', 'O']",122.374404382007
37457,mp-772808,K2BiPCO7,3.7438,"{'K': 4.0, 'Bi': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}",24,0,"['Bi', 'C', 'K', 'O', 'P']",423.777737123058
37464,mp-7825,K2GeF6,5.7956,"{'F': 6.0, 'K': 2.0, 'Ge': 1.0}",9,0.00350524,"['F', 'Ge', 'K']",136.886813225311
37673,mp-1223494,KNaSr8(BO3)6,3.784,"{'K': 1.0, 'Na': 1.0, 'Sr': 8.0, 'B': 6.0, 'O': 18.0}",34,0.009104235367646,"['B', 'K', 'Na', 'O', 'Sr']",465.300851783997
37741,mp-19230,K3NaCr2O8,3.0597,"{'O': 8.0, 'Na': 1.0, 'K': 3.0, 'Cr': 2.0}",14,0.002212338928572,"['Cr', 'K', 'Na', 'O']",234.698287875317
37753,mp-21266,BPPbO5,4.2808,"{'B': 3.0, 'O': 15.0, 'P': 3.0, 'Pb': 3.0}",24,0,"['B', 'O', 'P', 'Pb']",295.637814351735
37766,mp-22958,KBrO3,3.8455,"{'O': 3.0, 'K': 1.0, 'Br': 1.0}",5,0,"['K', 'Br', 'O']",92.1589288340508
37781,mp-27546,CaClF,5.6712,"{'F': 2.0, 'Cl': 2.0, 'Ca': 2.0}",6,0.008431995,"['Ca', 'Cl', 'F']",106.121875099156
37782,mp-28138,Ni(ClO4)2,3.8319,"{'Ni': 1.0, 'Cl': 2.0, 'O': 8.0}",11,0,"['Cl', 'Ni', 'O']",151.315494241441
37787,mp-29177,BaTe2F10,4.873,"{'Ba': 2.0, 'Te': 4.0, 'F': 20.0}",26,0,"['Ba', 'F', 'Te']",422.47698885185
37831,mp-5132,YPO4,5.8026,"{'O': 8.0, 'P': 2.0, 'Y': 2.0}",12,0,"['O', 'P', 'Y']",148.004453638272
37855,mp-555070,BaBe2(BO3)2,5.5996,"{'Ba': 2.0, 'Be': 4.0, 'B': 4.0, 'O': 12.0}",22,0,"['B', 'Ba', 'Be', 'O']",248.941034706172
37859,mp-556049,Sr4Br6O,4.2231,"{'Sr': 8.0, 'Br': 12.0, 'O': 2.0}",22,0,"['Br', 'O', 'Sr']",663.929734609838
37983,mp-8871,CsNa2BO3,3.2504,"{'B': 2.0, 'O': 6.0, 'Na': 4.0, 'Cs': 2.0}",14,0,"['Cs', 'Na', 'B', 'O']",210.529988516068
38054,mp-1112120,Cs2RbScCl6,4.0572,"{'Cs': 2.0, 'Rb': 1.0, 'Sc': 1.0, 'Cl': 6.0}",10,0.002030720083334,"['Cl', 'Cs', 'Rb', 'Sc']",359.84457549655
38075,mp-1178403,Cs2TiO3,3.4081,"{'Cs': 4.0, 'Ti': 2.0, 'O': 6.0}",12,0,"['Cs', 'O', 'Ti']",245.395469778065
38084,mp-1184398,Cs3Mo2BrO7,3.0549,"{'Cs': 6.0, 'Mo': 4.0, 'Br': 2.0, 'O': 14.0}",26,0.00089902942308,"['Br', 'Cs', 'Mo', 'O']",650.074980888258
38201,mp-19278,BaCoP2O7,3.069,"{'Ba': 2.0, 'Co': 2.0, 'P': 4.0, 'O': 14.0}",22,0,"['Ba', 'Co', 'O', 'P']",301.693500841732
38231,mp-3855,Na2BeF4,6.7369,"{'Be': 4.0, 'F': 16.0, 'Na': 8.0}",28,0.003129816428571,"['Be', 'F', 'Na']",360.746142235674
38248,mp-5331,AlPO4,5.6143,"{'O': 12.0, 'Al': 3.0, 'P': 3.0}",18,0.008841511111112,"['Al', 'O', 'P']",247.014507449711
38266,mp-556581,Fe2PClO4,3.7911,"{'Fe': 8.0, 'P': 4.0, 'Cl': 4.0, 'O': 16.0}",32,0,"['Cl', 'Fe', 'O', 'P']",453.084467479766
38267,mp-556661,Y2SiCO7,4.7648,"{'Y': 4.0, 'Si': 2.0, 'C': 2.0, 'O': 14.0}",22,0,"['C', 'O', 'Si', 'Y']",259.002514594128
38270,mp-557673,RbBe2P3O10,5.6217,"{'Rb': 2.0, 'Be': 4.0, 'P': 6.0, 'O': 20.0}",32,0,"['Be', 'O', 'P', 'Rb']",436.032252185999
38282,mp-560029,Y3BrO4,4.2046,"{'Y': 6.0, 'Br': 2.0, 'O': 8.0}",16,0,"['Br', 'O', 'Y']",284.208920138965
38285,mp-560157,LiMgVO4,3.4858,"{'Li': 2.0, 'Mg': 2.0, 'V': 2.0, 'O': 8.0}",14,0,"['Li', 'Mg', 'O', 'V']",157.323158762251
38288,mp-560595,Ca2AsClO4,3.7954,"{'Ca': 8.0, 'As': 4.0, 'Cl': 4.0, 'O': 16.0}",32,0,"['As', 'Ca', 'Cl', 'O']",514.77480022607
38308,mp-571418,RbYbBr3,4.4851,"{'Yb': 4.0, 'Rb': 4.0, 'Br': 12.0}",20,0,"['Br', 'Rb', 'Yb']",713.89812649079
38311,mp-5769,Li3SbO4,3.0469,"{'Li': 6.0, 'O': 8.0, 'Sb': 2.0}",16,0,"['Li', 'O', 'Sb']",157.801683432702
38321,mp-616023,Cs4Fe3F10,3.1395,"{'Cs': 8.0, 'Fe': 6.0, 'F': 20.0}",34,0,"['Cs', 'F', 'Fe']",679.027890229821
38340,mp-675104,Na3YCl6,5.2611,"{'Na': 3.0, 'Y': 1.0, 'Cl': 6.0}",10,0,"['Na', 'Y', 'Cl']",277.849418091013
38708,mp-1228088,Ba4SrHf5O15,3.557,"{'Ba': 4.0, 'Sr': 1.0, 'Hf': 5.0, 'O': 15.0}",25,0.007762400200001,"['Ba', 'Hf', 'O', 'Sr']",369.493966768786
38766,mp-23155,Ar,8.5108,{'Ar': 1.0},1,0,['Ar'],44.8699520754351
38815,mp-561290,K2BiF5,4.7687,"{'K': 8.0, 'Bi': 4.0, 'F': 20.0}",32,0,"['Bi', 'F', 'K']",589.548244348776
38875,mp-756277,Er3TaO7,3.6197,"{'Er': 6.0, 'Ta': 2.0, 'O': 14.0}",22,0,"['Er', 'O', 'Ta']",292.668541660998
38895,mp-767545,Na3ZnPCO7,3.7795,"{'Na': 6.0, 'Zn': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}",26,0.001305906955124,"['C', 'Na', 'O', 'P', 'Zn']",312.356704009642
38904,mp-772185,Li6Hf2O7,4.4135,"{'Li': 12.0, 'Hf': 4.0, 'O': 14.0}",30,0,"['Hf', 'Li', 'O']",314.67345726961
38966,mp-9747,B4PbO7,4.2086,"{'B': 8.0, 'O': 14.0, 'Pb': 2.0}",24,0,"['B', 'O', 'Pb']",212.079008865168
39006,mp-1019535,BaAl2(SiO4)2,4.9112,"{'Ba': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",13,0.006725245576924,"['Al', 'Ba', 'O', 'Si']",196.625768471255
39025,mp-1078186,KZn2BCl2O3,3.8404,"{'K': 1.0, 'Zn': 2.0, 'B': 1.0, 'Cl': 2.0, 'O': 3.0}",9,0,"['B', 'Cl', 'K', 'O', 'Zn']",196.594366065904
39259,mp-1223441,KBaLiZnF6,5.5615,"{'K': 1.0, 'Ba': 1.0, 'Li': 1.0, 'Zn': 1.0, 'F': 6.0}",10,0.007364692999998,"['Ba', 'F', 'K', 'Li', 'Zn']",138.456703092935
39293,mp-12797,BaBe2Si2O7,5.5695,"{'Be': 4.0, 'O': 14.0, 'Si': 4.0, 'Ba': 2.0}",24,0,"['Ba', 'Be', 'O', 'Si']",277.723054649459
39305,mp-18455,NaFeF4,3.3273,"{'F': 16.0, 'Na': 4.0, 'Fe': 4.0}",24,0,"['F', 'Fe', 'Na']",325.341584273988
39330,mp-2908,Al2ZnO4,3.847,"{'O': 8.0, 'Al': 4.0, 'Zn': 2.0}",14,0,"['Al', 'O', 'Zn']",136.732334147927
39348,mp-4770,Na2SO4,4.984,"{'O': 8.0, 'Na': 4.0, 'S': 2.0}",14,0,"['Na', 'S', 'O']",184.055000561154
39369,mp-558674,K2NaFeF6,4.0922,"{'K': 2.0, 'Na': 1.0, 'Fe': 1.0, 'F': 6.0}",10,0,"['K', 'Na', 'Fe', 'F']",151.233191559632
39467,mp-7812,GeO2,3.2779,"{'O': 8.0, 'Ge': 4.0}",12,0.000645536666667,"['Ge', 'O']",188.707790131925
39468,mp-781603,Li4Mn3Fe(BO3)4,3.0329,"{'Li': 4.0, 'Mn': 3.0, 'Fe': 1.0, 'B': 4.0, 'O': 12.0}",24,0.003669332291667,"['B', 'Fe', 'Li', 'Mn', 'O']",250.299234320082
39671,mp-1209437,RbBa2Br5,4.3651,"{'Rb': 4.0, 'Ba': 8.0, 'Br': 20.0}",32,0,"['Ba', 'Br', 'Rb']",1237.03281603723
39683,mp-1211395,KTaF6,6.2549,"{'K': 2.0, 'Ta': 2.0, 'F': 12.0}",16,0,"['F', 'K', 'Ta']",278.928533551368
39721,mp-1219589,RbCrNiF6,3.0365,"{'Rb': 2.0, 'Cr': 2.0, 'Ni': 2.0, 'F': 12.0}",18,0,"['Cr', 'F', 'Ni', 'Rb']",281.744770174207
39730,mp-1221079,NaCaYCdF8,5.0607,"{'Na': 1.0, 'Ca': 1.0, 'Y': 1.0, 'Cd': 1.0, 'F': 8.0}",12,0.001491422916666,"['Ca', 'Cd', 'F', 'Na', 'Y']",165.699217368172
39792,mp-21332,LiGdO2,3.2816,"{'Li': 4.0, 'O': 8.0, 'Gd': 4.0}",16,0,"['Gd', 'Li', 'O']",211.249556308792
39839,mp-555318,K2Zn(SiO3)2,3.924,"{'K': 4.0, 'Zn': 2.0, 'Si': 4.0, 'O': 12.0}",22,0,"['K', 'O', 'Si', 'Zn']",327.418809348262
39841,mp-555933,Na2P2PbO7,4.2884,"{'Na': 4.0, 'P': 4.0, 'Pb': 2.0, 'O': 14.0}",24,0,"['Na', 'O', 'P', 'Pb']",331.959384945354
39858,mp-568937,Cs3Y2Br9,4.0444,"{'Cs': 6.0, 'Y': 4.0, 'Br': 18.0}",28,0,"['Br', 'Cs', 'Y']",1137.27913242341
39978,mp-9480,KAlSiO4,4.5011,"{'O': 8.0, 'Al': 2.0, 'Si': 2.0, 'K': 2.0}",14,0.00224395625,"['Al', 'K', 'O', 'Si']",209.803459979439
39985,mp-981,SrF2,6.7528,"{'F': 2.0, 'Sr': 1.0}",3,0,"['Sr', 'F']",50.459580827677
40139,mp-1213379,CsEr(WO4)2,3.3416,"{'Cs': 2.0, 'Er': 2.0, 'W': 4.0, 'O': 16.0}",24,0.001108511249971,"['Cs', 'Er', 'O', 'W']",338.973748087126
40187,mp-1225475,ErSc(BO3)2,4.5571,"{'Er': 1.0, 'Sc': 1.0, 'B': 2.0, 'O': 6.0}",10,0.009651144833333,"['B', 'Er', 'O', 'Sc']",110.743908235082
40249,mp-17208,K2Li14Zr3O14,4.2813,"{'Li': 14.0, 'O': 14.0, 'K': 2.0, 'Zr': 3.0}",33,0,"['K', 'Li', 'O', 'Zr']",367.800753473854
40250,mp-17250,K3SbO3,3.2396,"{'O': 12.0, 'K': 12.0, 'Sb': 4.0}",28,0,"['K', 'O', 'Sb']",620.665339987685
40269,mp-20463,CaPbF6,3.4728,"{'F': 6.0, 'Ca': 1.0, 'Pb': 1.0}",8,0,"['Ca', 'Pb', 'F']",165.992209726348
40281,mp-22135,Na3FePCO7,3.7631,"{'C': 2.0, 'O': 14.0, 'Na': 6.0, 'P': 2.0, 'Fe': 2.0}",26,0,"['C', 'Fe', 'Na', 'O', 'P']",317.477038630858
40308,mp-27356,AsO2,3.3603,"{'O': 16.0, 'As': 8.0}",24,0.002175681874999,"['As', 'O']",359.221825904023
40350,mp-555003,WF6,5.3735,"{'F': 24.0, 'W': 4.0}",28,0,"['F', 'W']",486.524022449459
40445,mp-769028,Si3Sb2O9,4.1105,"{'Si': 6.0, 'Sb': 4.0, 'O': 18.0}",28,0.009979866249997,"['O', 'Sb', 'Si']",400.221050873347
40475,mp-8248,Rb2TeO3,3.6011,"{'O': 6.0, 'Rb': 4.0, 'Te': 2.0}",12,0,"['O', 'Rb', 'Te']",298.332199992639
40513,mp-1029920,Y2(CN2)3,4.0364,"{'Y': 4.0, 'C': 6.0, 'N': 12.0}",22,0,"['C', 'N', 'Y']",366.179334729178
40662,mp-1213834,Cs3Sc2Br9,3.0303,"{'Cs': 6.0, 'Sc': 4.0, 'Br': 18.0}",28,0,"['Br', 'Cs', 'Sc']",1092.24181241359
40746,mp-23046,SrIF,4.3112,"{'F': 2.0, 'Sr': 2.0, 'I': 2.0}",6,0,"['Sr', 'I', 'F']",171.983350506425
40778,mp-31250,BiBO3,3.0215,"{'B': 4.0, 'O': 12.0, 'Bi': 4.0}",20,0,"['B', 'Bi', 'O']",270.902910981069
40822,mp-555302,CsFeF3,3.2801,"{'F': 18.0, 'Fe': 6.0, 'Cs': 6.0}",30,0.006120079416667,"['Cs', 'F', 'Fe']",510.425856919224
40825,mp-556264,KRb2CrF6,4.134,"{'F': 6.0, 'K': 1.0, 'Cr': 1.0, 'Rb': 2.0}",10,0.000370801400001,"['K', 'Rb', 'Cr', 'F']",182.444525563736
40831,mp-558155,KFeF4,3.109,"{'K': 2.0, 'Fe': 2.0, 'F': 8.0}",12,0.000505000208333,"['F', 'Fe', 'K']",191.847487872027
40855,mp-570259,MgCl2,5.5715,"{'Mg': 1.0, 'Cl': 2.0}",3,0.001597383333333,"['Mg', 'Cl']",75.1136252971805
40865,mp-616461,Na2ZnCl4,4.5763,"{'Na': 8.0, 'Zn': 4.0, 'Cl': 16.0}",28,0,"['Cl', 'Na', 'Zn']",734.172465099543
41114,mp-1194399,CaCO3,4.9095,"{'Ca': 6.0, 'C': 6.0, 'O': 18.0}",30,0.008583975333334,"['C', 'Ca', 'O']",389.315231835814
41145,mp-1207551,YbMoO4,3.355,"{'Yb': 2.0, 'Mo': 2.0, 'O': 8.0}",12,0,"['Mo', 'O', 'Yb']",155.305620060964
41164,mp-1214020,Ca4YB3O10,4.4416,"{'Ca': 4.0, 'Y': 1.0, 'B': 3.0, 'O': 10.0}",18,0,"['B', 'Ca', 'O', 'Y']",229.295747162954
41165,mp-1214135,Ca2TaInO6,3.8543,"{'Ca': 4.0, 'Ta': 2.0, 'In': 2.0, 'O': 12.0}",20,0.000590817249999,"['Ca', 'In', 'O', 'Ta']",257.930201050857
41197,mp-1228775,Ba3WO6,3.1474,"{'Ba': 6.0, 'W': 2.0, 'O': 12.0}",20,0,"['Ba', 'O', 'W']",365.002855374517
41244,mp-27911,BiAsO4,3.1807,"{'O': 16.0, 'As': 4.0, 'Bi': 4.0}",24,0,"['As', 'Bi', 'O']",336.019336519956
41426,mp-776388,NaNiPO4,3.5959,"{'Na': 4.0, 'Ni': 4.0, 'P': 4.0, 'O': 16.0}",28,0,"['Na', 'Ni', 'O', 'P']",340.331736267702
41446,mp-8042,ZrGeO4,3.7286,"{'O': 8.0, 'Ge': 2.0, 'Zr': 2.0}",12,0,"['Zr', 'Ge', 'O']",130.224371099937
41472,mp-8724,K2TeO3,3.5354,"{'O': 6.0, 'K': 4.0, 'Te': 2.0}",12,0,"['K', 'Te', 'O']",255.929803655788
41785,mp-17037,Rb2Ti(SiO3)3,3.1412,"{'O': 18.0, 'Si': 6.0, 'Ti': 2.0, 'Rb': 4.0}",30,0,"['O', 'Rb', 'Si', 'Ti']",429.055776566968
41787,mp-17889,KNa2(PO3)3,5.0468,"{'O': 18.0, 'Na': 4.0, 'P': 6.0, 'K': 2.0}",30,0.00353959861111,"['K', 'Na', 'O', 'P']",423.8417926101
41800,mp-23184,BCl3,4.7166,"{'B': 2.0, 'Cl': 6.0}",8,0,"['B', 'Cl']",278.214425240091
41899,mp-697670,KAlSi3O8,4.9298,"{'K': 2.0, 'Al': 2.0, 'Si': 6.0, 'O': 16.0}",26,0,"['Al', 'K', 'O', 'Si']",374.899664464502
41965,mp-8188,KScO2,3.6247,"{'O': 2.0, 'K': 1.0, 'Sc': 1.0}",4,0,"['K', 'Sc', 'O']",56.2876220524531
42033,mp-1079630,Ba2TaInO6,3.9467,"{'Ba': 2.0, 'Ta': 1.0, 'In': 1.0, 'O': 6.0}",10,0,"['Ba', 'In', 'O', 'Ta']",148.022083642208
42123,mp-1191085,LiY(WO4)2,3.7859,"{'Li': 2.0, 'Y': 2.0, 'W': 4.0, 'O': 16.0}",24,0,"['Li', 'O', 'W', 'Y']",306.142179745863
42134,mp-1194338,NaBOF2,6.2946,"{'Na': 6.0, 'B': 6.0, 'O': 6.0, 'F': 12.0}",30,0,"['B', 'F', 'Na', 'O']",359.616045586683
42332,mp-30164,CsSn2Cl5,3.0665,"{'Cl': 10.0, 'Sn': 4.0, 'Cs': 2.0}",16,0,"['Cl', 'Cs', 'Sn']",526.153751836766
42334,mp-3081,BeAl2O4,6.1181,"{'Be': 4.0, 'O': 16.0, 'Al': 8.0}",28,0,"['Be', 'Al', 'O']",234.291119206386
42348,mp-510367,Fe2P2O7,3.6944,"{'O': 14.0, 'P': 4.0, 'Fe': 4.0}",22,0,"['Fe', 'O', 'P']",253.211533508328
42393,mp-6434,RbAlSiO4,4.3806,"{'O': 16.0, 'Al': 4.0, 'Si': 4.0, 'Rb': 4.0}",28,0,"['Al', 'O', 'Rb', 'Si']",447.790564915488
42496,mp-9819,RbAsF6,4.9784,"{'F': 6.0, 'As': 1.0, 'Rb': 1.0}",8,0,"['Rb', 'As', 'F']",133.420951555496
42534,mp-1078300,ScF3,6.1152,"{'Sc': 2.0, 'F': 6.0}",8,0.00022247875,"['F', 'Sc']",133.983187466494
42640,mp-1208634,SrLiCrF6,4.1327,"{'Sr': 2.0, 'Li': 2.0, 'Cr': 2.0, 'F': 12.0}",18,0,"['Cr', 'F', 'Li', 'Sr']",254.56896655188
42705,mp-1220682,NaYF4,6.8204,"{'Na': 1.0, 'Y': 1.0, 'F': 4.0}",6,0.001129130833331,"['F', 'Na', 'Y']",81.9229313399777
42712,mp-1221428,Na2Al2B2O7,4.3447,"{'Na': 4.0, 'Al': 4.0, 'B': 4.0, 'O': 14.0}",26,6.11792307676495E-05,"['Al', 'B', 'Na', 'O']",320.268557939796
42750,mp-1227994,BaAlSi5N7O2,3.9027,"{'Ba': 1.0, 'Al': 1.0, 'Si': 5.0, 'N': 7.0, 'O': 2.0}",16,0,"['Al', 'Ba', 'N', 'O', 'Si']",199.992710624539
42799,mp-15840,BaBPO5,5.4963,"{'B': 3.0, 'O': 15.0, 'P': 3.0, 'Ba': 3.0}",24,1.00500000055348E-06,"['B', 'Ba', 'O', 'P']",319.614818744115
42857,mp-556966,KSrVO4,3.8427,"{'K': 4.0, 'Sr': 4.0, 'V': 4.0, 'O': 16.0}",28,0,"['K', 'O', 'Sr', 'V']",452.556165083944
42874,mp-572332,Cs2Sb2OF10,3.8706,"{'Cs': 4.0, 'Sb': 4.0, 'O': 2.0, 'F': 20.0}",30,0.002971589944444,"['Cs', 'F', 'O', 'Sb']",582.493046928555
42933,mp-766022,Li4FeNi3(PO4)4,3.0143,"{'Li': 4.0, 'Fe': 1.0, 'Ni': 3.0, 'P': 4.0, 'O': 16.0}",28,0.002526718303574,"['Fe', 'Li', 'Ni', 'O', 'P']",287.971231106893
42937,mp-769399,BaTa4O11,3.4624,"{'Ba': 2.0, 'Ta': 8.0, 'O': 22.0}",32,0.002558540156251,"['Ba', 'O', 'Ta']",442.410947887805
42940,mp-7709,ZnF2,3.5618,"{'F': 8.0, 'Zn': 4.0}",12,0.005717129166667,"['Zn', 'F']",144.529325076072
43045,mp-1101340,SrCaI4,3.8183,"{'Sr': 1.0, 'Ca': 1.0, 'I': 4.0}",6,0,"['Ca', 'I', 'Sr']",285.793757802808
43095,mp-1193109,NaCaAsO4,3.5788,"{'Na': 4.0, 'Ca': 4.0, 'As': 4.0, 'O': 16.0}",28,0,"['As', 'Ca', 'Na', 'O']",417.405033142194
43184,mp-1225930,CsAlNiF6,5.0895,"{'Cs': 2.0, 'Al': 2.0, 'Ni': 2.0, 'F': 12.0}",18,0,"['Al', 'Cs', 'F', 'Ni']",268.084198532055
43227,mp-18043,Sr6YSc(BO3)6,4.4903,"{'B': 6.0, 'O': 18.0, 'Sc': 1.0, 'Sr': 6.0, 'Y': 1.0}",32,0,"['B', 'O', 'Sc', 'Sr', 'Y']",418.835282063556
43232,mp-19261,Na3MnPCO7,3.3063,"{'C': 2.0, 'O': 14.0, 'Na': 6.0, 'P': 2.0, 'Mn': 2.0}",26,0,"['C', 'Mn', 'Na', 'O', 'P']",324.557029791069
